dem,eleccion,sec,id_cas,ln,pe,pan,pri,prd,pvem,pt,mc,na,morena,ph,eas,pri_pvem,prd_pt,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,ph_p,es_p,pri_pvem_p,prd_pt_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_pvem_p,coal_prd_pt_,coal_morena_p,coal_mc_p,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
BENITO JUAREZ,2015,4353,4353-B,596,628,135,35,19,8,2,14,4,26,5,6,0,0,0,32,286,135,35,26,100,0.3496503497,9,0.0314685315,0.4798657718,47.20%,12.24%,6.64%,2.80%,0.70%,4.90%,1.40%,9.09%,1.75%,2.10%,0.00%,0.00%,0.00%,11.19%,100.00%,47.20%,12.24%,9.09%,PAN,PRI,MORENA,47.20%,15.03%,7.34%,9.09%,4.90%,16.43%,100.00%,47.20%,15.03%,9.09%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4353,4353-C1,596,628,133,29,18,7,3,21,6,34,4,15,2,0,0,28,300,133,34,29,99,0.3300000000,5,0.0166666667,0.5033557047,44.33%,9.67%,6.00%,2.33%,1.00%,7.00%,2.00%,11.33%,1.33%,5.00%,0.67%,0.00%,0.00%,9.33%,100.00%,44.33%,11.33%,9.67%,PAN,MORENA,PRI,44.33%,12.67%,7.00%,11.33%,7.00%,17.67%,100.00%,44.33%,12.67%,11.33%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4354,4354-B,711,740,143,27,16,8,1,16,2,49,13,11,1,0,1,34,322,143,49,27,94,0.2919254658,22,0.0683229814,0.4528832630,44.41%,8.39%,4.97%,2.48%,0.31%,4.97%,0.62%,15.22%,4.04%,3.42%,0.31%,0.00%,0.31%,10.56%,100.00%,44.41%,15.22%,8.39%,PAN,MORENA,PRI,44.41%,11.18%,5.28%,15.22%,4.97%,18.94%,100.00%,44.41%,15.22%,11.18%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4354,4354-C1,710,739,159,36,20,8,2,24,4,40,8,8,0,1,1,26,337,159,40,36,119,0.3531157270,4,0.0118694362,0.4746478873,47.18%,10.68%,5.93%,2.37%,0.59%,7.12%,1.19%,11.87%,2.37%,2.37%,0.00%,0.30%,0.30%,7.72%,100.00%,47.18%,11.87%,10.68%,PAN,MORENA,PRI,47.18%,13.06%,6.82%,11.87%,7.12%,13.95%,100.00%,47.18%,13.06%,11.87%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4355,4355-B,700,738,185,36,27,16,2,20,2,38,3,15,4,0,0,24,372,185,38,36,147,0.3951612903,2,0.0053763441,0.5314285714,49.73%,9.68%,7.26%,4.30%,0.54%,5.38%,0.54%,10.22%,0.81%,4.03%,1.08%,0.00%,0.00%,6.45%,100.00%,49.73%,10.22%,9.68%,PAN,MORENA,PRI,49.73%,15.05%,7.80%,10.22%,5.38%,11.83%,100.00%,49.73%,15.05%,10.22%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4355,4355-C1,699,738,131,29,13,13,5,14,6,45,6,17,0,0,0,0,279,131,45,29,86,0.3082437276,16,0.0573476703,0.3991416309,46.95%,10.39%,4.66%,4.66%,1.79%,5.02%,2.15%,16.13%,2.15%,6.09%,0.00%,0.00%,0.00%,0.00%,100.00%,46.95%,16.13%,10.39%,PAN,MORENA,PRI,46.95%,15.05%,6.45%,16.13%,5.02%,10.39%,100.00%,46.95%,16.13%,15.05%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4356,4356-B,724,755,151,35,38,5,3,19,2,64,14,11,0,0,0,32,374,151,64,38,87,0.2326203209,26,0.0695187166,0.5165745856,40.37%,9.36%,10.16%,1.34%,0.80%,5.08%,0.53%,17.11%,3.74%,2.94%,0.00%,0.00%,0.00%,8.56%,100.00%,40.37%,17.11%,10.16%,PAN,MORENA,PRD,40.37%,10.70%,10.96%,17.11%,5.08%,15.78%,100.00%,40.37%,17.11%,10.96%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4356,4356-C1,723,754,158,27,16,6,5,15,7,45,11,21,0,0,0,42,353,158,45,27,113,0.3201133144,18,0.0509915014,0.4882434302,44.76%,7.65%,4.53%,1.70%,1.42%,4.25%,1.98%,12.75%,3.12%,5.95%,0.00%,0.00%,0.00%,11.90%,100.00%,44.76%,12.75%,7.65%,PAN,MORENA,PRI,44.76%,9.35%,5.95%,12.75%,4.25%,22.95%,100.00%,44.76%,12.75%,9.35%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4357,4357-B,601,618,123,25,21,16,5,5,1,40,7,18,2,0,2,25,290,123,40,25,83,0.2862068966,15,0.0517241379,0.4825291181,42.41%,8.62%,7.24%,5.52%,1.72%,1.72%,0.34%,13.79%,2.41%,6.21%,0.69%,0.00%,0.69%,8.62%,100.00%,42.41%,13.79%,8.62%,PAN,MORENA,PRI,42.41%,14.83%,8.97%,13.79%,1.72%,18.28%,100.00%,42.41%,14.83%,13.79%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4357,4357-C1,601,617,115,29,22,15,1,18,4,47,11,10,1,0,3,12,288,115,47,29,68,0.2361111111,18,0.0625000000,0.4792013311,39.93%,10.07%,7.64%,5.21%,0.35%,6.25%,1.39%,16.32%,3.82%,3.47%,0.35%,0.00%,1.04%,4.17%,100.00%,39.93%,16.32%,10.07%,PAN,MORENA,PRI,39.93%,15.63%,7.99%,16.32%,6.25%,13.89%,100.00%,39.93%,16.32%,15.63%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4357,4357-C2,600,617,151,18,27,9,3,6,2,34,5,10,1,0,1,26,293,151,34,27,117,0.3993174061,7,0.0238907850,0.4883333333,51.54%,6.14%,9.22%,3.07%,1.02%,2.05%,0.68%,11.60%,1.71%,3.41%,0.34%,0.00%,0.34%,8.87%,100.00%,51.54%,11.60%,9.22%,PAN,MORENA,PRD,51.54%,9.56%,10.24%,11.60%,2.05%,15.02%,100.00%,51.54%,11.60%,10.24%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4358,4358-B,519,544,70,28,28,20,6,14,4,48,5,11,2,1,1,16,254,70,48,28,22,0.0866141732,20,0.0787401575,0.4894026975,27.56%,11.02%,11.02%,7.87%,2.36%,5.51%,1.57%,18.90%,1.97%,4.33%,0.79%,0.39%,0.39%,6.30%,100.00%,27.56%,18.90%,11.02%,PAN,MORENA,PRI,27.56%,19.69%,13.78%,18.90%,5.51%,14.57%,100.00%,27.56%,19.69%,18.90%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4358,4358-C1,519,543,78,30,26,20,2,14,6,40,4,9,1,0,0,20,250,78,40,30,38,0.1520000000,10,0.0400000000,0.4816955684,31.20%,12.00%,10.40%,8.00%,0.80%,5.60%,2.40%,16.00%,1.60%,3.60%,0.40%,0.00%,0.00%,8.00%,100.00%,31.20%,16.00%,12.00%,PAN,MORENA,PRI,31.20%,20.40%,11.20%,16.00%,5.60%,15.60%,100.00%,31.20%,20.40%,16.00%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4358,4358-C2,519,543,70,36,27,22,3,19,3,32,8,10,2,1,2,13,248,70,36,32,34,0.1370967742,4,0.0161290323,0.4778420039,28.23%,14.52%,10.89%,8.87%,1.21%,7.66%,1.21%,12.90%,3.23%,4.03%,0.81%,0.40%,0.81%,5.24%,100.00%,28.23%,14.52%,12.90%,PAN,PRI,MORENA,28.23%,24.19%,12.50%,12.90%,7.66%,14.52%,100.00%,28.23%,24.19%,12.90%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4359,4359-B,571,593,109,23,24,16,6,12,3,46,9,10,3,0,1,21,283,109,46,24,63,0.2226148410,22,0.0777385159,0.4956217163,38.52%,8.13%,8.48%,5.65%,2.12%,4.24%,1.06%,16.25%,3.18%,3.53%,1.06%,0.00%,0.35%,7.42%,100.00%,38.52%,16.25%,8.48%,PAN,MORENA,PRD,38.52%,14.84%,10.60%,16.25%,4.24%,15.55%,100.00%,38.52%,16.25%,14.84%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4359,4359-C1,571,592,118,25,19,11,5,8,1,49,9,11,2,0,0,16,274,118,49,25,69,0.2518248175,24,0.0875912409,0.4798598949,43.07%,9.12%,6.93%,4.01%,1.82%,2.92%,0.36%,17.88%,3.28%,4.01%,0.73%,0.00%,0.00%,5.84%,100.00%,43.07%,17.88%,9.12%,PAN,MORENA,PRI,43.07%,13.87%,8.76%,17.88%,2.92%,13.50%,100.00%,43.07%,17.88%,13.87%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4359,4359-C2,571,592,122,24,20,10,5,6,2,44,11,12,3,0,0,23,282,122,44,24,78,0.2765957447,20,0.0709219858,0.4938704028,43.26%,8.51%,7.09%,3.55%,1.77%,2.13%,0.71%,15.60%,3.90%,4.26%,1.06%,0.00%,0.00%,8.16%,100.00%,43.26%,15.60%,8.51%,PAN,MORENA,PRI,43.26%,13.12%,8.87%,15.60%,2.13%,17.02%,100.00%,43.26%,15.60%,13.12%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4360,4360-B,645,665,79,41,28,18,5,12,3,62,3,12,0,0,0,19,282,79,62,41,17,0.0602836879,21,0.0744680851,0.4372093023,28.01%,14.54%,9.93%,6.38%,1.77%,4.26%,1.06%,21.99%,1.06%,4.26%,0.00%,0.00%,0.00%,6.74%,100.00%,28.01%,21.99%,14.54%,PAN,MORENA,PRI,28.01%,20.92%,11.70%,21.99%,4.26%,13.12%,100.00%,28.01%,21.99%,20.92%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4360,4360-C1,645,664,93,52,30,22,5,21,4,53,10,10,5,1,2,32,340,93,53,52,40,0.1176470588,1,0.0029411765,0.5271317829,27.35%,15.29%,8.82%,6.47%,1.47%,6.18%,1.18%,15.59%,2.94%,2.94%,1.47%,0.29%,0.59%,9.41%,100.00%,27.35%,15.59%,15.29%,PAN,MORENA,PRI,27.35%,23.24%,10.59%,15.59%,6.18%,17.06%,100.00%,27.35%,23.24%,15.59%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4360,4360-C2,644,664,87,36,36,25,5,12,3,59,10,20,2,0,1,21,317,87,59,36,28,0.0883280757,23,0.0725552050,0.4922360248,27.44%,11.36%,11.36%,7.89%,1.58%,3.79%,0.95%,18.61%,3.15%,6.31%,0.63%,0.00%,0.32%,6.62%,100.00%,27.44%,18.61%,11.36%,PAN,MORENA,PRI,27.44%,19.87%,12.93%,18.61%,3.79%,17.35%,100.00%,27.44%,19.87%,18.61%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4361,4361-B,650,671,97,29,27,12,6,20,4,60,7,10,0,0,2,30,304,97,60,29,37,0.1217105263,31,0.1019736842,0.4676923077,31.91%,9.54%,8.88%,3.95%,1.97%,6.58%,1.32%,19.74%,2.30%,3.29%,0.00%,0.00%,0.66%,9.87%,100.00%,31.91%,19.74%,9.54%,PAN,MORENA,PRI,31.91%,13.49%,10.86%,19.74%,6.58%,17.43%,100.00%,31.91%,19.74%,13.49%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4361,4361-C1,650,671,125,20,28,12,5,28,8,63,5,17,1,1,1,15,329,125,63,28,62,0.1884498480,35,0.1063829787,0.5061538462,37.99%,6.08%,8.51%,3.65%,1.52%,8.51%,2.43%,19.15%,1.52%,5.17%,0.30%,0.30%,0.30%,4.56%,100.00%,37.99%,19.15%,8.51%,PAN,MORENA,PRD,37.99%,10.03%,10.33%,19.15%,8.51%,13.98%,100.00%,37.99%,19.15%,10.33%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4361,4361-C2,650,671,127,31,24,11,6,19,8,58,10,13,2,0,1,23,333,127,58,31,69,0.2072072072,27,0.0810810811,0.5123076923,38.14%,9.31%,7.21%,3.30%,1.80%,5.71%,2.40%,17.42%,3.00%,3.90%,0.60%,0.00%,0.30%,6.91%,100.00%,38.14%,17.42%,9.31%,PAN,MORENA,PRI,38.14%,13.21%,9.01%,17.42%,5.71%,16.52%,100.00%,38.14%,17.42%,13.21%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4362,4362-B,579,597,99,24,18,14,10,22,5,58,8,7,2,0,3,14,284,99,58,24,41,0.1443661972,34,0.1197183099,0.4905008636,34.86%,8.45%,6.34%,4.93%,3.52%,7.75%,1.76%,20.42%,2.82%,2.46%,0.70%,0.00%,1.06%,4.93%,100.00%,34.86%,20.42%,8.45%,PAN,MORENA,PRI,34.86%,14.08%,9.86%,20.42%,7.75%,13.03%,100.00%,34.86%,20.42%,14.08%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4362,4362-C1,579,597,100,29,22,12,2,11,5,40,8,8,3,0,1,15,256,100,40,29,60,0.2343750000,11,0.0429687500,0.4421416235,39.06%,11.33%,8.59%,4.69%,0.78%,4.30%,1.95%,15.63%,3.13%,3.13%,1.17%,0.00%,0.39%,5.86%,100.00%,39.06%,15.63%,11.33%,PAN,MORENA,PRI,39.06%,17.19%,9.38%,15.63%,4.30%,14.45%,100.00%,39.06%,17.19%,15.63%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4362,4362-C2,579,597,119,25,32,10,0,14,0,48,0,0,1,1,0,18,268,119,48,32,71,0.2649253731,16,0.0597014925,0.4628670121,44.40%,9.33%,11.94%,3.73%,0.00%,5.22%,0.00%,17.91%,0.00%,0.00%,0.37%,0.37%,0.00%,6.72%,100.00%,44.40%,17.91%,11.94%,PAN,MORENA,PRD,44.40%,13.43%,12.31%,17.91%,5.22%,6.72%,100.00%,44.40%,17.91%,13.43%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4363,4363-B,612,639,120,34,22,12,2,15,7,32,3,15,0,0,3,18,283,120,34,32,86,0.3038869258,2,0.0070671378,0.4624183007,42.40%,12.01%,7.77%,4.24%,0.71%,5.30%,2.47%,11.31%,1.06%,5.30%,0.00%,0.00%,1.06%,6.36%,100.00%,42.40%,12.01%,11.31%,PAN,PRI,MORENA,42.40%,16.25%,8.48%,11.31%,5.30%,16.25%,100.00%,42.40%,16.25%,11.31%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4363,4363-C1,612,639,102,30,26,13,1,24,3,44,8,14,0,2,0,19,286,102,44,30,58,0.2027972028,14,0.0489510490,0.4673202614,35.66%,10.49%,9.09%,4.55%,0.35%,8.39%,1.05%,15.38%,2.80%,4.90%,0.00%,0.70%,0.00%,6.64%,100.00%,35.66%,15.38%,10.49%,PAN,MORENA,PRI,35.66%,15.03%,10.14%,15.38%,8.39%,15.38%,100.00%,35.66%,15.38%,15.03%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4364,4364-B,602,627,122,28,15,5,1,18,1,49,9,6,0,0,1,23,278,122,49,28,73,0.2625899281,21,0.0755395683,0.4617940199,43.88%,10.07%,5.40%,1.80%,0.36%,6.47%,0.36%,17.63%,3.24%,2.16%,0.00%,0.00%,0.36%,8.27%,100.00%,43.88%,17.63%,10.07%,PAN,MORENA,PRI,43.88%,11.87%,5.76%,17.63%,6.47%,14.39%,100.00%,43.88%,17.63%,11.87%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4364,4364-C1,601,627,139,26,14,6,2,11,2,36,8,6,0,0,0,22,272,139,36,26,103,0.3786764706,10,0.0367647059,0.4525790349,51.10%,9.56%,5.15%,2.21%,0.74%,4.04%,0.74%,13.24%,2.94%,2.21%,0.00%,0.00%,0.00%,8.09%,100.00%,51.10%,13.24%,9.56%,PAN,MORENA,PRI,51.10%,11.76%,5.88%,13.24%,4.04%,13.97%,100.00%,51.10%,13.24%,11.76%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4365,4365-B,608,645,109,25,12,7,2,11,5,32,6,11,0,0,4,28,252,109,32,25,77,0.3055555556,7,0.0277777778,0.4144736842,43.25%,9.92%,4.76%,2.78%,0.79%,4.37%,1.98%,12.70%,2.38%,4.37%,0.00%,0.00%,1.59%,11.11%,100.00%,43.25%,12.70%,9.92%,PAN,MORENA,PRI,43.25%,12.70%,5.56%,12.70%,4.37%,21.43%,100.00%,43.25%,12.70%,12.70%,PAN,MORENA,MORENA
BENITO JUAREZ,2015,4365,4365-C1,608,644,122,27,12,9,2,20,3,40,10,4,0,0,1,17,267,122,40,27,82,0.3071161049,13,0.0486891386,0.4391447368,45.69%,10.11%,4.49%,3.37%,0.75%,7.49%,1.12%,14.98%,3.75%,1.50%,0.00%,0.00%,0.37%,6.37%,100.00%,45.69%,14.98%,10.11%,PAN,MORENA,PRI,45.69%,13.48%,5.24%,14.98%,7.49%,13.11%,100.00%,45.69%,14.98%,13.48%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4365,4365-C2,607,644,127,43,15,13,3,21,2,37,2,8,0,0,1,18,290,127,43,37,84,0.2896551724,6,0.0206896552,0.4777594728,43.79%,14.83%,5.17%,4.48%,1.03%,7.24%,0.69%,12.76%,0.69%,2.76%,0.00%,0.00%,0.34%,6.21%,100.00%,43.79%,14.83%,12.76%,PAN,PRI,MORENA,43.79%,19.31%,6.21%,12.76%,7.24%,10.69%,100.00%,43.79%,19.31%,12.76%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4366,4366-B,533,560,122,14,11,8,1,16,1,28,3,8,0,0,2,20,234,122,28,16,94,0.4017094017,12,0.0512820513,0.4390243902,52.14%,5.98%,4.70%,3.42%,0.43%,6.84%,0.43%,11.97%,1.28%,3.42%,0.00%,0.00%,0.85%,8.55%,100.00%,52.14%,11.97%,6.84%,PAN,MORENA,MC,52.14%,9.40%,5.13%,11.97%,6.84%,14.53%,100.00%,52.14%,11.97%,9.40%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4366,4366-C1,532,560,115,36,15,10,1,16,2,38,4,6,1,0,3,20,267,115,38,36,77,0.2883895131,2,0.0074906367,0.5018796992,43.07%,13.48%,5.62%,3.75%,0.37%,5.99%,0.75%,14.23%,1.50%,2.25%,0.37%,0.00%,1.12%,7.49%,100.00%,43.07%,14.23%,13.48%,PAN,MORENA,PRI,43.07%,17.60%,5.99%,14.23%,5.99%,13.11%,100.00%,43.07%,17.60%,14.23%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4366,4366-C2,532,559,128,22,10,12,2,8,2,34,7,4,1,1,0,15,246,128,34,22,94,0.3821138211,12,0.0487804878,0.4624060150,52.03%,8.94%,4.07%,4.88%,0.81%,3.25%,0.81%,13.82%,2.85%,1.63%,0.41%,0.41%,0.00%,6.10%,100.00%,52.03%,13.82%,8.94%,PAN,MORENA,PRI,52.03%,14.23%,5.28%,13.82%,3.25%,11.38%,100.00%,52.03%,14.23%,13.82%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4367,4367-B,693,730,149,25,12,10,4,33,5,49,12,5,0,0,2,38,344,149,49,33,100,0.2906976744,16,0.0465116279,0.4963924964,43.31%,7.27%,3.49%,2.91%,1.16%,9.59%,1.45%,14.24%,3.49%,1.45%,0.00%,0.00%,0.58%,11.05%,100.00%,43.31%,14.24%,9.59%,PAN,MORENA,MC,43.31%,10.17%,4.65%,14.24%,9.59%,18.02%,100.00%,43.31%,14.24%,10.17%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4367,4367-C1,693,730,165,27,18,4,2,26,7,55,12,9,0,0,2,26,353,165,55,27,110,0.3116147309,28,0.0793201133,0.5093795094,46.74%,7.65%,5.10%,1.13%,0.57%,7.37%,1.98%,15.58%,3.40%,2.55%,0.00%,0.00%,0.57%,7.37%,100.00%,46.74%,15.58%,7.65%,PAN,MORENA,PRI,46.74%,8.78%,5.67%,15.58%,7.37%,15.86%,100.00%,46.74%,15.58%,8.78%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4368,4368-B,706,767,141,40,20,9,2,14,5,40,1,7,1,1,1,27,309,141,40,40,101,0.3268608414,0,0.0000000000,0.4376770538,45.63%,12.94%,6.47%,2.91%,0.65%,4.53%,1.62%,12.94%,0.32%,2.27%,0.32%,0.32%,0.32%,8.74%,100.00%,45.63%,12.94%,12.94%,PAN,MORENA,MORENA,45.63%,16.18%,7.44%,12.94%,4.53%,13.27%,100.00%,45.63%,16.18%,12.94%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4368,4368-C1,706,767,126,47,16,5,2,12,7,32,8,6,2,0,4,31,298,126,47,32,79,0.2651006711,15,0.0503355705,0.4220963173,42.28%,15.77%,5.37%,1.68%,0.67%,4.03%,2.35%,10.74%,2.68%,2.01%,0.67%,0.00%,1.34%,10.40%,100.00%,42.28%,15.77%,10.74%,PAN,PRI,MORENA,42.28%,18.12%,6.04%,10.74%,4.03%,18.79%,100.00%,42.28%,18.12%,10.74%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4369,4369-B,677,709,133,38,23,13,2,16,3,45,4,1,3,0,1,19,301,133,45,38,88,0.2923588040,7,0.0232558140,0.4446085672,44.19%,12.62%,7.64%,4.32%,0.66%,5.32%,1.00%,14.95%,1.33%,0.33%,1.00%,0.00%,0.33%,6.31%,100.00%,44.19%,14.95%,12.62%,PAN,MORENA,PRI,44.19%,17.94%,8.31%,14.95%,5.32%,9.30%,100.00%,44.19%,17.94%,14.95%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4369,4369-C1,677,708,118,24,23,11,4,9,4,42,4,11,1,0,7,17,275,118,42,24,76,0.2763636364,18,0.0654545455,0.4062038405,42.91%,8.73%,8.36%,4.00%,1.45%,3.27%,1.45%,15.27%,1.45%,4.00%,0.36%,0.00%,2.55%,6.18%,100.00%,42.91%,15.27%,8.73%,PAN,MORENA,PRI,42.91%,13.09%,9.82%,15.27%,3.27%,15.64%,100.00%,42.91%,15.27%,13.09%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4370,4370-B,622,660,120,37,20,8,3,23,4,42,8,6,1,0,0,20,292,120,42,37,78,0.2671232877,5,0.0171232877,0.4694533762,41.10%,12.67%,6.85%,2.74%,1.03%,7.88%,1.37%,14.38%,2.74%,2.05%,0.34%,0.00%,0.00%,6.85%,100.00%,41.10%,14.38%,12.67%,PAN,MORENA,PRI,41.10%,15.75%,7.88%,14.38%,7.88%,13.01%,100.00%,41.10%,15.75%,14.38%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4370,4370-C1,622,659,139,31,20,15,0,9,3,38,6,8,1,0,0,26,296,139,38,31,101,0.3412162162,7,0.0236486486,0.4758842444,46.96%,10.47%,6.76%,5.07%,0.00%,3.04%,1.01%,12.84%,2.03%,2.70%,0.34%,0.00%,0.00%,8.78%,100.00%,46.96%,12.84%,10.47%,PAN,MORENA,PRI,46.96%,15.88%,6.76%,12.84%,3.04%,14.53%,100.00%,46.96%,15.88%,12.84%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4370,4370-C2,622,659,130,34,17,7,5,26,1,40,10,9,0,0,1,18,298,130,40,34,90,0.3020134228,6,0.0201342282,0.4790996785,43.62%,11.41%,5.70%,2.35%,1.68%,8.72%,0.34%,13.42%,3.36%,3.02%,0.00%,0.00%,0.34%,6.04%,100.00%,43.62%,13.42%,11.41%,PAN,MORENA,PRI,43.62%,13.76%,7.38%,13.42%,8.72%,13.09%,100.00%,43.62%,13.76%,13.42%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4371,4371-B,677,719,136,41,24,4,2,15,7,43,3,15,0,0,2,24,316,136,43,41,93,0.2943037975,2,0.0063291139,0.4667651403,43.04%,12.97%,7.59%,1.27%,0.63%,4.75%,2.22%,13.61%,0.95%,4.75%,0.00%,0.00%,0.63%,7.59%,100.00%,43.04%,13.61%,12.97%,PAN,MORENA,PRI,43.04%,14.24%,8.23%,13.61%,4.75%,16.14%,100.00%,43.04%,14.24%,13.61%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4371,4371-C1,677,719,135,31,24,10,0,18,1,38,5,15,3,0,0,19,299,135,38,31,97,0.3244147157,7,0.0234113712,0.4416543575,45.15%,10.37%,8.03%,3.34%,0.00%,6.02%,0.33%,12.71%,1.67%,5.02%,1.00%,0.00%,0.00%,6.35%,100.00%,45.15%,12.71%,10.37%,PAN,MORENA,PRI,45.15%,14.72%,8.03%,12.71%,6.02%,13.38%,100.00%,45.15%,14.72%,12.71%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4372,4372-B,636,666,140,34,14,8,1,18,6,32,8,6,1,0,0,26,294,140,34,32,106,0.3605442177,2,0.0068027211,0.4622641509,47.62%,11.56%,4.76%,2.72%,0.34%,6.12%,2.04%,10.88%,2.72%,2.04%,0.34%,0.00%,0.00%,8.84%,100.00%,47.62%,11.56%,10.88%,PAN,PRI,MORENA,47.62%,14.63%,5.10%,10.88%,6.12%,15.65%,100.00%,47.62%,14.63%,10.88%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4372,4372-C1,635,665,144,36,18,12,2,23,2,23,5,10,2,1,0,18,296,144,36,23,108,0.3648648649,13,0.0439189189,0.4661417323,48.65%,12.16%,6.08%,4.05%,0.68%,7.77%,0.68%,7.77%,1.69%,3.38%,0.68%,0.34%,0.00%,6.08%,100.00%,48.65%,12.16%,7.77%,PAN,PRI,MORENA,48.65%,16.89%,7.09%,7.77%,7.77%,11.82%,100.00%,48.65%,16.89%,7.77%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4373,4373-B,725,767,147,32,18,9,3,28,5,44,7,13,1,1,1,28,337,147,44,32,103,0.3056379822,12,0.0356083086,0.4648275862,43.62%,9.50%,5.34%,2.67%,0.89%,8.31%,1.48%,13.06%,2.08%,3.86%,0.30%,0.30%,0.30%,8.31%,100.00%,43.62%,13.06%,9.50%,PAN,MORENA,PRI,43.62%,12.46%,6.53%,13.06%,8.31%,16.02%,100.00%,43.62%,13.06%,12.46%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4373,4373-C1,725,767,153,44,18,10,0,22,6,33,5,11,3,0,2,28,335,153,44,33,109,0.3253731343,11,0.0328358209,0.4620689655,45.67%,13.13%,5.37%,2.99%,0.00%,6.57%,1.79%,9.85%,1.49%,3.28%,0.90%,0.00%,0.60%,8.36%,100.00%,45.67%,13.13%,9.85%,PAN,PRI,MORENA,45.67%,17.01%,5.37%,9.85%,6.57%,15.52%,100.00%,45.67%,17.01%,9.85%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4374,4374-B,564,589,118,23,11,10,0,8,4,42,4,8,3,0,0,17,248,118,42,23,76,0.3064516129,19,0.0766129032,0.4397163121,47.58%,9.27%,4.44%,4.03%,0.00%,3.23%,1.61%,16.94%,1.61%,3.23%,1.21%,0.00%,0.00%,6.85%,100.00%,47.58%,16.94%,9.27%,PAN,MORENA,PRI,47.58%,14.52%,4.44%,16.94%,3.23%,13.31%,100.00%,47.58%,16.94%,14.52%,PAN,MORENA,PRI_PVEM
